date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:09:49	319770/319770	---M--	200	added ('OK')	image/png	etag:%2262219b91-4e11a%22	https://helgastoree.xyz/images/gopay.png	C:/Users/user/Desktop/hehe/helgastoree.xyz/images/gopay.png	(from https://helgastoree.xyz/)
12:09:49	588108/588108	---M--	200	added ('OK')	image/png	etag:%2262219b91-8f94c%22	https://helgastoree.xyz/images/dana.png	C:/Users/user/Desktop/hehe/helgastoree.xyz/images/dana.png	(from https://helgastoree.xyz/)
12:09:49	939099/939099	---M--	200	added ('OK')	image/png	etag:%2262219b91-e545b%22	https://helgastoree.xyz/images/features-1.png	C:/Users/user/Desktop/hehe/helgastoree.xyz/images/features-1.png	(from https://helgastoree.xyz/)
12:09:50	623801/623801	---M--	200	added ('OK')	image/png	etag:%2262219b91-984b9%22	https://helgastoree.xyz/images/shopeepay.png	C:/Users/user/Desktop/hehe/helgastoree.xyz/images/shopeepay.png	(from https://helgastoree.xyz/)
12:09:50	210983/210983	---M--	200	added ('OK')	image/png	etag:%2262219b91-33827%22	https://helgastoree.xyz/images/ovo.png	C:/Users/user/Desktop/hehe/helgastoree.xyz/images/ovo.png	(from https://helgastoree.xyz/)
12:09:50	1082419/1082419	---M--	200	added ('OK')	image/png	etag:%2262219b91-108433%22	https://helgastoree.xyz/images/bri.png	C:/Users/user/Desktop/hehe/helgastoree.xyz/images/bri.png	(from https://helgastoree.xyz/)
12:09:50	8220/8220	---M--	200	added ('OK')	image/png	etag:%2262219b91-201c%22	https://helgastoree.xyz/images/jagoo.png	C:/Users/user/Desktop/hehe/helgastoree.xyz/images/jagoo.png	(from https://helgastoree.xyz/)
12:09:50	17132/17132	---M--	200	added ('OK')	image/png	etag:%2262219b91-42ec%22	https://helgastoree.xyz/images/qriss.png	C:/Users/user/Desktop/hehe/helgastoree.xyz/images/qriss.png	(from https://helgastoree.xyz/)
12:09:51	1098885/1098885	---M--	200	added ('OK')	image/png	etag:%2262219b91-10c485%22	https://helgastoree.xyz/images/youtube.png	C:/Users/user/Desktop/hehe/helgastoree.xyz/images/youtube.png	(from https://helgastoree.xyz/)
12:09:51	1161879/1161879	---M--	200	added ('OK')	image/jpeg	etag:%2262219b91-11ba97%22	https://helgastoree.xyz/images/testimonial-2.jpg	C:/Users/user/Desktop/hehe/helgastoree.xyz/images/testimonial-2.jpg	(from https://helgastoree.xyz/)
12:09:51	46403/46403	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Mar%202022%2004:54:41%20GMT	https://helgastoree.xyz/index.html	C:/Users/user/Desktop/hehe/helgastoree.xyz/index-2.html	(from https://helgastoree.xyz/)
12:09:51	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202022%2004:09:53%20GMT	https://helgastoree.xyz/js/jquery.min.js	C:/Users/user/Desktop/hehe/helgastoree.xyz/js/jquery.min.js	(from https://helgastoree.xyz/)
12:09:52	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202022%2004:09:53%20GMT	https://helgastoree.xyz/js/popper.min.js	C:/Users/user/Desktop/hehe/helgastoree.xyz/js/popper.min.js	(from https://helgastoree.xyz/)
12:09:52	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202022%2004:09:53%20GMT	https://helgastoree.xyz/js/bootstrap.min.js	C:/Users/user/Desktop/hehe/helgastoree.xyz/js/bootstrap.min.js	(from https://helgastoree.xyz/)
12:09:52	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202022%2004:09:53%20GMT	https://helgastoree.xyz/js/jquery.easing.min.js	C:/Users/user/Desktop/hehe/helgastoree.xyz/js/jquery.easing.min.js	(from https://helgastoree.xyz/)
12:09:52	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202022%2004:09:54%20GMT	https://helgastoree.xyz/js/swiper.min.js	C:/Users/user/Desktop/hehe/helgastoree.xyz/js/swiper.min.js	(from https://helgastoree.xyz/)
12:09:52	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202022%2004:09:54%20GMT	https://helgastoree.xyz/js/jquery.magnific-popup.js	C:/Users/user/Desktop/hehe/helgastoree.xyz/js/jquery.magnific-popup.js	(from https://helgastoree.xyz/)
12:09:53	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202022%2004:09:54%20GMT	https://helgastoree.xyz/js/validator.min.js	C:/Users/user/Desktop/hehe/helgastoree.xyz/js/validator.min.js	(from https://helgastoree.xyz/)
12:09:53	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202022%2004:09:54%20GMT	https://helgastoree.xyz/js/scripts.js	C:/Users/user/Desktop/hehe/helgastoree.xyz/js/scripts.js	(from https://helgastoree.xyz/)
12:09:53	129734/129734	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262219b91-1fac6%22	https://helgastoree.xyz/webfonts/fa-brands-400.eot	C:/Users/user/Desktop/hehe/helgastoree.xyz/webfonts/fa-brands-400.eot	(from https://helgastoree.xyz/css/fontawesome-all.css)
12:09:54	74680/74680	---M--	200	added ('OK')	font/woff	etag:%2262219b91-123b8%22	https://helgastoree.xyz/webfonts/fa-brands-400.woff	C:/Users/user/Desktop/hehe/helgastoree.xyz/webfonts/fa-brands-400.woff	(from https://helgastoree.xyz/css/fontawesome-all.css)
12:09:54	129428/129428	---M-Z	200	added ('OK')	font/ttf	etag:W/%2262219b91-1f994%22	https://helgastoree.xyz/webfonts/fa-brands-400.ttf	C:/Users/user/Desktop/hehe/helgastoree.xyz/webfonts/fa-brands-400.ttf	(from https://helgastoree.xyz/css/fontawesome-all.css)
12:09:55	691790/691790	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2262219b91-a8e4e%22	https://helgastoree.xyz/webfonts/fa-brands-400.svg	C:/Users/user/Desktop/hehe/helgastoree.xyz/webfonts/fa-brands-400.svg	(from https://helgastoree.xyz/css/fontawesome-all.css)
12:09:55	34394/34394	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262219b91-865a%22	https://helgastoree.xyz/webfonts/fa-regular-400.eot	C:/Users/user/Desktop/hehe/helgastoree.xyz/webfonts/fa-regular-400.eot	(from https://helgastoree.xyz/css/fontawesome-all.css)
12:09:56	13596/13596	---M--	200	added ('OK')	font/woff	etag:%2262219b91-351c%22	https://helgastoree.xyz/webfonts/fa-regular-400.woff	C:/Users/user/Desktop/hehe/helgastoree.xyz/webfonts/fa-regular-400.woff	(from https://helgastoree.xyz/css/fontawesome-all.css)
12:09:56	34096/34096	---M-Z	200	added ('OK')	font/ttf	etag:W/%2262219b91-8530%22	https://helgastoree.xyz/webfonts/fa-regular-400.ttf	C:/Users/user/Desktop/hehe/helgastoree.xyz/webfonts/fa-regular-400.ttf	(from https://helgastoree.xyz/css/fontawesome-all.css)
12:09:56	144452/144452	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2262219b91-23444%22	https://helgastoree.xyz/webfonts/fa-regular-400.svg	C:/Users/user/Desktop/hehe/helgastoree.xyz/webfonts/fa-regular-400.svg	(from https://helgastoree.xyz/css/fontawesome-all.css)
12:09:57	75356/75356	---M--	200	added ('OK')	font/woff	etag:%2262219b91-1265c%22	https://helgastoree.xyz/webfonts/fa-solid-900.woff	C:/Users/user/Desktop/hehe/helgastoree.xyz/webfonts/fa-solid-900.woff	(from https://helgastoree.xyz/css/fontawesome-all.css)
12:09:57	192122/192122	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262219b91-2ee7a%22	https://helgastoree.xyz/webfonts/fa-solid-900.eot	C:/Users/user/Desktop/hehe/helgastoree.xyz/webfonts/fa-solid-900.eot	(from https://helgastoree.xyz/css/fontawesome-all.css)
12:09:57	191836/191836	---M-Z	200	added ('OK')	font/ttf	etag:W/%2262219b91-2ed5c%22	https://helgastoree.xyz/webfonts/fa-solid-900.ttf	C:/Users/user/Desktop/hehe/helgastoree.xyz/webfonts/fa-solid-900.ttf	(from https://helgastoree.xyz/css/fontawesome-all.css)
12:09:58	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Jul%202022%2004:09:59%20GMT	https://helgastoree.xyz/images/down-arrow.png	C:/Users/user/Desktop/hehe/helgastoree.xyz/images/down-arrow.png	(from https://helgastoree.xyz/css/styles.css)
12:09:59	839389/839389	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2262219b91-ccedd%22	https://helgastoree.xyz/webfonts/fa-solid-900.svg	C:/Users/user/Desktop/hehe/helgastoree.xyz/webfonts/fa-solid-900.svg	(from https://helgastoree.xyz/css/fontawesome-all.css)
12:09:59	1130/1130	---M--	200	added ('OK')	image/png	etag:%2262219b91-46a%22	https://helgastoree.xyz/images/up-arrow.png	C:/Users/user/Desktop/hehe/helgastoree.xyz/images/up-arrow.png	(from https://helgastoree.xyz/css/styles.css)
